Test Case,Fault,Command
t910,[],-P [ 4 0 0 < ../inputs/input/dat309]
t911,[],-P [ 4 2 5 < ../inputs/input/dat310]
t912,[],-P [ 1 4 1 < ../inputs/input/dat311]
t913,[],-P [ 5 4 2 < ../inputs/input/dat312]
t914,[],-P [ 5 5 2 < ../inputs/input/dat313]
t915,[],-P [ 4 4 2 < ../inputs/input/dat314]
t916,[],-P [ 4 1 2 < ../inputs/input/dat315]
t917,[],-P [ 3 0 2 < ../inputs/input/dat316]
t918,[],-P [ 0 3 1 < ../inputs/input/dat317]
t919,[],-P [ 2 0 3 < ../inputs/input/dat318]
t920,[],-P [ 3 3 2 < ../inputs/input/dat319]
t921,[],-P [ 0 2 2 < ../inputs/input/dat320]
t922,[],-P [ 0 5 4 < ../inputs/input/dat321]
t923,[],-P [ 3 2 4 < ../inputs/input/dat322]
t924,[],-P [ 0 1 0 < ../inputs/input/dat323]
t925,[],-P [ 2 3 2 < ../inputs/input/dat324]
t926,[],-P [ 2 5 5 < ../inputs/input/dat325]
t927,[],-P [ 0 3 3 < ../inputs/input/dat326]
t928,[],-P [ 2 5 0 < ../inputs/input/dat327]
t929,[],-P [ 3 2 2 < ../inputs/input/dat328]
t930,[],-P [ 0 4 3 < ../inputs/input/dat329]
t931,[],-P [ 0 0 2 < ../inputs/input/dat330]
t932,[],-P [ 0 0 1 < ../inputs/input/dat331]
t933,[],-P [ 5 2 2 < ../inputs/input/dat332]
t934,[],-P [ 1 3 2 < ../inputs/input/dat333]
t935,[],-P [ 0 5 1 < ../inputs/input/dat334]
t936,[],-P [ 1 4 5 < ../inputs/input/dat335]
t937,[],-P [ 5 4 4 < ../inputs/input/dat336]
t938,[],-P [ 5 1 2 < ../inputs/input/dat337]
t939,[],-P [ 0 2 5 < ../inputs/input/dat338]
t940,[],-P [ 2 4 3 < ../inputs/input/dat339]
t941,[],-P [ 2 4 1 < ../inputs/input/dat340]
t942,[],-P [ 1 0 3 < ../inputs/input/dat341]
t943,[],-P [ 4 1 5 < ../inputs/input/dat342]
t944,[],-P [ 1 1 1 < ../inputs/input/dat343]
t945,[],-P [ 1 1 1 < ../inputs/input/dat344]
t946,[],-P [ 2 4 1 < ../inputs/input/dat345]
t947,[],-P [ 0 2 3 < ../inputs/input/dat346]
t948,[],-P [ 5 0 1 < ../inputs/input/dat347]
t949,[],-P [ 4 5 5 < ../inputs/input/dat348]
t950,[],-P [ 5 0 4 < ../inputs/input/dat349]
t951,[],-P [ 4 3 1 < ../inputs/input/dat350]
t952,[],-P [ 4 1 3 < ../inputs/input/dat351]
t953,[],-P [ 3 2 3 < ../inputs/input/dat352]
t954,[],-P [ 4 3 5 < ../inputs/input/dat353]
t955,[],-P [ 1 3 0 < ../inputs/input/dat354]
t956,[],-P [ 2 5 3 < ../inputs/input/dat355]
t957,[],-P [ 0 1 1 < ../inputs/input/dat356]
t958,[],-P [ 3 1 5 < ../inputs/input/dat357]
t959,[],-P [ 3 1 2 < ../inputs/input/dat358]
t960,[],-P [ 5 2 5 < ../inputs/input/dat359]
t961,[],-P [ 0 1 2 < ../inputs/input/dat360]
t962,[],-P [ 3 1 5 < ../inputs/input/dat361]
t963,[],-P [ 5 0 1 < ../inputs/input/dat362]
t964,[],-P [ 4 2 3 < ../inputs/input/dat363]
t965,[],-P [ 3 4 2 < ../inputs/input/dat364]
t966,[],-P [ 3 3 4 < ../inputs/input/dat365]
t967,[],-P [ 4 2 2 < ../inputs/input/dat366]
t968,[],-P [ 5 5 0 < ../inputs/input/dat367]
t969,[],-P [ 2 1 2 < ../inputs/input/dat368]
t970,[],-P [ 1 4 5 < ../inputs/input/dat369]
t971,[],-P [ 3 2 0 < ../inputs/input/dat370]
t972,[],-P [ 0 4 4 < ../inputs/input/dat371]
t973,[],-P [ 2 0 5 < ../inputs/input/dat372]
t974,[],-P [ 4 1 5 < ../inputs/input/dat373]
t975,[],-P [ 5 5 4 < ../inputs/input/dat374]
t976,[],-P [ 0 5 4 < ../inputs/input/dat375]
t977,[],-P [ 2 4 4 < ../inputs/input/dat376]
t978,[],-P [ 0 2 1 < ../inputs/input/dat377]
t979,[],-P [ 3 3 2 < ../inputs/input/dat378]
t980,[],-P [ 2 0 1 < ../inputs/input/dat379]
t981,[],-P [ 0 3 3 < ../inputs/input/dat380]
t982,[],-P [ 2 4 2 < ../inputs/input/dat381]
t983,[],-P [ 0 5 0 < ../inputs/input/dat382]
t984,[],-P [ 4 4 0 < ../inputs/input/dat383]
t985,[],-P [ 2 5 5 < ../inputs/input/dat384]
t986,[],-P [ 0 2 5 < ../inputs/input/dat385]
t987,[],-P [ 5 3 1 < ../inputs/input/dat386]
t988,[],-P [ 3 1 4 < ../inputs/input/dat387]
t989,[],-P [ 5 0 2 < ../inputs/input/dat388]
t990,[],-P [ 3 3 1 < ../inputs/input/dat389]
t991,[],-P [ 4 4 3 < ../inputs/input/dat390]
t992,[],-P [ 4 4 2 < ../inputs/input/dat391]
t993,[],-P [ 2 2 1 < ../inputs/input/dat392]
t994,[],-P [ 1 3 0 < ../inputs/input/dat393]
t995,[],-P [ 5 4 0 < ../inputs/input/dat394]
t996,[],-P [ 4 5 2 < ../inputs/input/dat395]
t997,[],-P [ 4 3 2 < ../inputs/input/dat396]
t998,[],-P [ 3 3 2 < ../inputs/input/dat397]
t999,[],-P [ 2 5 4 < ../inputs/input/dat398]
t1000,[],-P [ 0 0 5 < ../inputs/input/dat399]
t1001,[],-P [ 5 4 5 < ../inputs/input/dat400]
t1002,[],-P [ 5 0 5 < ../inputs/input/dat401]
t1003,[],-P [ 2 0 3 < ../inputs/input/dat402]
t1004,[],-P [ 3 5 5 < ../inputs/input/dat403]
t1005,[],-P [ 1 3 2 < ../inputs/input/dat404]
t1006,[],-P [ 2 3 3 < ../inputs/input/dat405]
t1007,[],-P [ 1 2 1 < ../inputs/input/dat406]
t1008,[],-P [ 3 4 2 < ../inputs/input/dat407]
t1009,[],-P [ 2 2 4 < ../inputs/input/dat408]
t1010,[],-P [ 5 4 1 < ../inputs/input/dat409]
t1011,[],-P [ 2 3 5 < ../inputs/input/dat410]
t1012,[],-P [ 2 2 2 < ../inputs/input/dat411]
t1013,[],-P [ 3 1 4 < ../inputs/input/dat412]
t1014,[],-P [ 1 4 0 < ../inputs/input/dat413]
t1015,[],-P [ 0 1 5 < ../inputs/input/dat414]
t1016,[],-P [ 3 2 1 < ../inputs/input/dat415]
t1017,[],-P [ 0 1 4 < ../inputs/input/dat416]
t1018,[],-P [ 5 0 5 < ../inputs/input/dat417]
t1019,[],-P [ 5 1 4 < ../inputs/input/dat418]
t1020,[],-P [ 4 3 3 < ../inputs/input/dat419]
t1021,[],-P [ 1 2 0 < ../inputs/input/dat420]
t1022,[],-P [ 2 5 2 < ../inputs/input/dat421]
t1023,[],-P [ 2 3 4 < ../inputs/input/dat422]
t1024,[],-P [ 3 4 4 < ../inputs/input/dat423]
t1025,[],-P [ 1 0 5 < ../inputs/input/dat424]
t1026,[],-P [ 3 3 2 < ../inputs/input/dat425]
t1027,[],-P [ 0 3 0 < ../inputs/input/dat426]
t1028,[],-P [ 0 2 4 < ../inputs/input/dat427]
t1029,[],-P [ 0 1 5 < ../inputs/input/dat428]
t1030,[],-P [ 2 5 4 < ../inputs/input/dat429]
t1031,[],-P [ 0 4 3 < ../inputs/input/dat430]
t1032,[],-P [ 0 1 5 < ../inputs/input/dat431]
t1033,[],-P [ 1 2 5 < ../inputs/input/dat432]
t1034,[],-P [ 2 4 3 < ../inputs/input/dat433]
t1035,[],-P [ 5 0 2 < ../inputs/input/dat434]
t1036,[],-P [ 5 4 5 < ../inputs/input/dat435]
t1037,[],-P [ 1 4 3 < ../inputs/input/dat436]
t1038,[],-P [ 4 1 3 < ../inputs/input/dat437]
t1039,[],-P [ 3 2 0 < ../inputs/input/dat438]
t1040,[],-P [ 4 1 5 < ../inputs/input/dat439]
t1041,[],-P [ 5 1 0 < ../inputs/input/dat440]
t1042,[],-P [ 5 3 0 < ../inputs/input/dat441]
t1043,[],-P [ 5 3 3 < ../inputs/input/dat442]
t1044,[],-P [ 3 1 4 < ../inputs/input/dat443]
t1045,[],-P [ 5 5 2 < ../inputs/input/dat444]
t1046,[],-P [ 2 4 5 < ../inputs/input/dat445]
t1047,[],-P [ 5 1 3 < ../inputs/input/dat446]
t1048,[],-P [ 5 0 1 < ../inputs/input/dat447]
t1049,[],-P [ 5 0 3 < ../inputs/input/dat448]
t1050,[],-P [ 2 4 5 < ../inputs/input/dat449]
t1051,[],-P [ 5 0 1 < ../inputs/input/dat450]
t1052,[],-P [ 2 4 2 < ../inputs/input/dat451]
t1053,[],-P [ 4 2 3 < ../inputs/input/dat452]
t1054,[],-P [ 2 5 3 < ../inputs/input/dat453]
t1055,[],-P [ 0 4 2 < ../inputs/input/dat454]
t1056,[],-P [ 2 4 3 < ../inputs/input/dat455]
t1057,[],-P [ 3 2 1 < ../inputs/input/dat456]
t1058,[],-P [ 0 0 3 < ../inputs/input/dat457]
t1059,[],-P [ 5 0 2 < ../inputs/input/dat458]
t1060,[],-P [ 4 2 1 < ../inputs/input/dat459]
t1061,[],-P [ 0 0 4 < ../inputs/input/dat460]
t1062,[],-P [ 1 2 4 < ../inputs/input/dat461]
t1063,[],-P [ 1 5 5 < ../inputs/input/dat462]
t1064,[],-P [ 3 0 4 < ../inputs/input/dat463]
t1065,[],-P [ 0 2 3 < ../inputs/input/dat464]
t1066,[],-P [ 3 1 1 < ../inputs/input/dat465]
t1067,[],-P [ 4 1 2 < ../inputs/input/dat466]
t1068,[],-P [ 4 3 1 < ../inputs/input/dat467]
t1069,[],-P [ 5 1 4 < ../inputs/input/dat468]
t1070,[],-P [ 5 1 2 < ../inputs/input/dat469]
t1071,[],-P [ 3 3 0 < ../inputs/input/dat470]
t1072,[],-P [ 1 2 2 < ../inputs/input/dat471]
t1073,[],-P [ 0 3 0 < ../inputs/input/dat472]
t1074,[],-P [ 1 0 5 < ../inputs/input/dat473]
t1075,[],-P [ 0 4 2 < ../inputs/input/dat474]
t1076,[],-P [ 3 3 4 < ../inputs/input/dat475]
t1077,[],-P [ 3 0 1 < ../inputs/input/dat476]
t1078,[],-P [ 0 0 5 < ../inputs/input/dat477]
t1079,[],-P [ 5 3 3 < ../inputs/input/dat478]
t1080,[],-P [ 0 1 2 < ../inputs/input/dat479]
t1081,[],-P [ 2 3 3 < ../inputs/input/dat480]
t1082,[],-P [ 0 4 3 < ../inputs/input/dat481]
t1083,[],-P [ 2 0 2 < ../inputs/input/dat482]
t1084,[],-P [ 1 5 4 < ../inputs/input/dat483]
t1085,[],-P [ 5 5 0 < ../inputs/input/dat484]
t1086,[],-P [ 0 3 5 < ../inputs/input/dat485]
t1087,[],-P [ 2 1 3 < ../inputs/input/dat486]
t1088,[],-P [ 0 2 2 < ../inputs/input/dat487]
t1089,[],-P [ 4 0 4 < ../inputs/input/dat488]
t1090,[],-P [ 3 3 5 < ../inputs/input/dat489]
t1091,[],-P [ 5 5 0 < ../inputs/input/dat490]
t1092,[],-P [ 3 5 3 < ../inputs/input/dat491]
t1093,[],-P [ 5 4 5 < ../inputs/input/dat492]
t1094,[],-P [ 4 5 1 < ../inputs/input/dat493]
t1095,[],-P [ 1 2 1 < ../inputs/input/dat494]
t1096,[],-P [ 4 3 4 < ../inputs/input/dat495]
t1097,[],-P [ 0 4 2 < ../inputs/input/dat496]
t1098,[],-P [ 5 4 1 < ../inputs/input/dat497]
t1099,[],-P [ 3 2 1 < ../inputs/input/dat498]
t1100,[],-P [ 5 3 2 < ../inputs/input/dat499]
t1101,[],-P [ 3 1 4 < ../inputs/input/dat500]
t1102,[],-P [ 5 4 0 < ../inputs/input/dat501]
t1103,[],-P [ 2 3 0 < ../inputs/input/dat502]
t1104,[],-P [ 2 5 0 < ../inputs/input/dat503]
t1105,[],-P [ 1 1 0 < ../inputs/input/dat504]
t1106,[],-P [ 4 5 1 < ../inputs/input/dat505]
t1107,[],-P [ 1 0 2 < ../inputs/input/dat506]
t1108,[],-P [ 1 5 4 < ../inputs/input/dat507]
t1109,[],-P [ 2 5 5 < ../inputs/input/dat508]
t1110,[],-P [ 1 0 3 < ../inputs/input/dat509]
t1111,[],-P [ 3 1 2 < ../inputs/input/dat510]
t1112,[],-P [ 2 4 1 < ../inputs/input/dat511]
t1113,[],-P [ 5 2 4 < ../inputs/input/dat512]
t1114,[],-P [ 4 5 1 < ../inputs/input/dat513]
t1115,[],-P [ 3 1 1 < ../inputs/input/dat514]
t1116,[],-P [ 1 3 1 < ../inputs/input/dat515]
t1117,[],-P [ 0 0 5 < ../inputs/input/dat516]
t1118,[],-P [ 5 5 1 < ../inputs/input/dat517]
t1119,[],-P [ 5 0 1 < ../inputs/input/dat518]
t1120,[],-P [ 3 5 2 < ../inputs/input/dat519]
t1121,[],-P [ 5 5 0 < ../inputs/input/dat520]
t1122,[],-P [ 0 1 0 < ../inputs/input/dat521]
t1123,[],-P [ 0 0 3 < ../inputs/input/dat522]
t1124,[],-P [ 0 1 4 < ../inputs/input/dat523]
t1125,[],-P [ 1 4 3 < ../inputs/input/dat524]
t1126,[],-P [ 0 2 0 < ../inputs/input/dat525]
t1127,[],-P [ 4 0 3 < ../inputs/input/dat526]
t1128,[],-P [ 3 1 5 < ../inputs/input/dat527]
t1129,[],-P [ 3 0 5 < ../inputs/input/dat528]
t1130,[],-P [ 5 3 3 < ../inputs/input/dat529]
t1131,[],-P [ 4 5 3 < ../inputs/input/dat530]
t1132,[],-P [ 1 0 0 < ../inputs/input/dat531]
t1133,[],-P [ 1 4 5 < ../inputs/input/dat532]
t1134,[],-P [ 0 4 0 < ../inputs/input/dat533]
t1135,[],-P [ 5 5 3 < ../inputs/input/dat534]
t1136,[],-P [ 2 1 0 < ../inputs/input/dat535]
t1137,[],-P [ 1 0 2 < ../inputs/input/dat536]
t1138,[],-P [ 3 1 5 < ../inputs/input/dat537]
t1139,[],-P [ 4 3 2 < ../inputs/input/dat538]
t1140,[],-P [ 1 0 0 < ../inputs/input/dat539]
t1141,[],-P [ 1 0 0 < ../inputs/input/dat540]
t1142,[],-P [ 2 5 3 < ../inputs/input/dat541]
t1143,[],-P [ 2 3 2 < ../inputs/input/dat542]
t1144,[],-P [ 4 0 5 < ../inputs/input/dat543]
t1145,[],-P [ 2 4 5 < ../inputs/input/dat544]
t1146,[],-P [ 4 4 2 < ../inputs/input/dat545]
t1147,[],-P [ 5 3 4 < ../inputs/input/dat546]
t1148,[],-P [ 2 1 5 < ../inputs/input/dat547]
t1149,[],-P [ 5 5 4 < ../inputs/input/dat548]
t1150,[],-P [ 2 3 3 < ../inputs/input/dat549]
t1151,[],-P [ 0 0 3 < ../inputs/input/dat550]
t1152,[],-P [ 4 0 3 < ../inputs/input/dat551]
t1153,[],-P [ 3 2 2 < ../inputs/input/dat552]
t1154,[],-P [ 2 1 0 < ../inputs/input/dat553]
t1155,[],-P [ 4 3 2 < ../inputs/input/dat554]
t1156,[],-P [ 0 0 0 < ../inputs/input/dat555]
t1157,[],-P [ 4 1 3 < ../inputs/input/dat556]
t1158,[],-P [ 1 4 2 < ../inputs/input/dat557]
t1159,[],-P [ 5 5 1 < ../inputs/input/dat558]
t1160,[],-P [ 4 3 2 < ../inputs/input/dat559]
t1161,[],-P [ 0 4 2 < ../inputs/input/dat560]
t1162,[],-P [ 5 5 0 < ../inputs/input/dat561]
t1163,[],-P [ 4 2 2 < ../inputs/input/dat562]
t1164,[],-P [ 3 5 2 < ../inputs/input/dat563]
t1165,[],-P [ 0 4 2 < ../inputs/input/dat564]
t1166,[],-P [ 2 5 2 < ../inputs/input/dat565]
t1167,[],-P [ 2 5 1 < ../inputs/input/dat566]
t1168,[],-P [ 0 4 1 < ../inputs/input/dat567]
t1169,[],-P [ 4 0 0 < ../inputs/input/dat568]
t1170,[],-P [ 4 0 5 < ../inputs/input/dat569]
t1171,[],-P [ 1 4 2 < ../inputs/input/dat570]
t1172,[],-P [ 1 5 1 < ../inputs/input/dat571]
t1173,[],-P [ 2 2 2 < ../inputs/input/dat572]
t1174,[],-P [ 3 2 0 < ../inputs/input/dat573]
t1175,[],-P [ 0 0 5 < ../inputs/input/dat574]
t1176,[],-P [ 2 1 5 < ../inputs/input/dat575]
t1177,[],-P [ 3 1 0 < ../inputs/input/dat576]
t1178,[],-P [ 0 2 2 < ../inputs/input/dat577]
t1179,[],-P [ 2 2 1 < ../inputs/input/dat578]
t1180,[],-P [ 3 2 0 < ../inputs/input/dat579]
t1181,[],-P [ 3 3 2 < ../inputs/input/dat580]
t1182,[],-P [ 2 2 1 < ../inputs/input/dat581]
t1183,[],-P [ 3 1 3 < ../inputs/input/dat582]
t1184,[],-P [ 1 2 2 < ../inputs/input/dat583]
t1185,[],-P [ 5 4 4 < ../inputs/input/dat584]
t1186,[],-P [ 3 0 5 < ../inputs/input/dat585]
t1187,[],-P [ 1 0 3 < ../inputs/input/dat586]
t1188,[],-P [ 2 3 4 < ../inputs/input/dat587]
t1189,[],-P [ 5 1 0 < ../inputs/input/dat588]
t1190,[],-P [ 3 3 1 < ../inputs/input/dat589]
t1191,[],-P [ 1 4 2 < ../inputs/input/dat590]
t1192,[],-P [ 5 0 4 < ../inputs/input/dat591]
t1193,[],-P [ 5 3 5 < ../inputs/input/dat592]
t1194,[],-P [ 2 0 0 < ../inputs/input/dat593]
t1195,[],-P [ 5 2 4 < ../inputs/input/dat594]
t1196,[],-P [ 3 5 3 < ../inputs/input/dat595]
t1197,[],-P [ 5 1 1 < ../inputs/input/dat596]
t1198,[],-P [ 4 5 0 < ../inputs/input/dat597]
t1199,[],-P [ 3 2 5 < ../inputs/input/dat598]
t1200,[],-P [ 2 0 3 < ../inputs/input/dat599]
t1201,[],-P [ 0 1 2 < ../inputs/input/dat600]
t1202,[],-P [ 0 1 0 < ../inputs/input/dat601]
t1203,[],-P [ 1 4 2 < ../inputs/input/dat602]
t1204,[],-P [ 2 3 5 < ../inputs/input/dat603]
t1205,[],-P [ 3 1 0 < ../inputs/input/dat604]
t1206,[],-P [ 1 5 1 < ../inputs/input/dat605]
t1207,[],-P [ 2 0 3 < ../inputs/input/dat606]
t1208,[],-P [ 3 4 1 < ../inputs/input/dat607]
t1209,[],-P [ 5 4 3 < ../inputs/input/dat608]
t1210,[],-P [ 1 1 5 < ../inputs/input/dat609]
t1211,[],-P [ 5 4 3 < ../inputs/input/dat610]
t1212,[],-P [ 3 1 5 < ../inputs/input/dat612]
t1213,[],-P [ 0 1 5 < ../inputs/input/dat613]
t1214,[],-P [ 4 4 0 < ../inputs/input/dat614]
t1215,[],-P [ 5 1 5 < ../inputs/input/dat615]
t1216,[],-P [ 3 3 5 < ../inputs/input/dat616]
t1217,[],-P [ 1 0 1 < ../inputs/input/dat617]
t1218,[],-P [ 5 3 0 < ../inputs/input/dat618]
t1219,[],-P [ 0 4 0 < ../inputs/input/dat619]
t1220,[],-P [ 1 2 3 < ../inputs/input/dat620]
t1221,[],-P [ 2 2 3 < ../inputs/input/dat621]
t1222,[],-P [ 0 0 0 < ../inputs/input/dat622]
t1223,[],-P [ 5 5 3 < ../inputs/input/dat623]
t1224,[],-P [ 1 0 5 < ../inputs/input/dat624]
t1225,[],-P [ 0 4 5 < ../inputs/input/dat625]
t1226,[],-P [ 3 5 3 < ../inputs/input/dat626]
t1227,[],-P [ 5 0 3 < ../inputs/input/dat627]
t1228,[],-P [ 3 4 1 < ../inputs/input/dat628]
t1229,[],-P [ 4 5 5 < ../inputs/input/dat629]
t1230,[],-P [ 3 0 5 < ../inputs/input/dat630]
t1231,[],-P [ 4 4 3 < ../inputs/input/dat631]
t1232,[],-P [ 4 1 5 < ../inputs/input/dat632]
t1233,[],-P [ 3 2 1 < ../inputs/input/dat633]
t1234,[],-P [ 4 5 4 < ../inputs/input/dat634]
t1235,[],-P [ 1 0 2 < ../inputs/input/dat635]
t1236,[],-P [ 5 4 5 < ../inputs/input/dat636]
t1237,[],-P [ 4 5 1 < ../inputs/input/dat637]
t1238,[],-P [ 0 2 0 < ../inputs/input/dat638]
t1239,[],-P [ 1 3 4 < ../inputs/input/dat639]
t1240,[],-P [ 0 0 4 < ../inputs/input/dat640]
t1241,[],-P [ 3 4 4 < ../inputs/input/dat641]
t1242,[],-P [ 2 5 0 < ../inputs/input/dat642]
t1243,[],-P [ 5 3 0 < ../inputs/input/dat643]
t1244,[],-P [ 1 3 3 < ../inputs/input/dat644]
t1245,[],-P [ 3 5 1 < ../inputs/input/dat645]
t1246,[],-P [ 0 1 2 < ../inputs/input/dat646]
t1247,[],-P [ 5 5 2 < ../inputs/input/dat647]
t1248,[],-P [ 4 2 3 < ../inputs/input/dat648]
t1249,[],-P [ 4 3 5 < ../inputs/input/dat649]
t1250,[],-P [ 2 1 2 < ../inputs/input/dat650]
t1251,[],-P [ 4 4 4 < ../inputs/input/dat651]
t1252,[],-P [ 4 1 2 < ../inputs/input/dat652]
t1253,[],-P [ 2 5 4 < ../inputs/input/dat653]
t1254,[],-P [ 5 3 2 < ../inputs/input/dat654]
t1255,[],-P [ 1 5 0 < ../inputs/input/dat655]
t1256,[],-P [ 0 4 5 < ../inputs/input/dat656]
t1257,[],-P [ 3 3 4 < ../inputs/input/dat657]
t1258,[],-P [ 0 3 3 < ../inputs/input/dat658]
t1259,[],-P [ 3 2 0 < ../inputs/input/dat659]
t1260,[],-P [ 0 0 3 < ../inputs/input/dat660]
t1261,[],-P [ 3 4 1 < ../inputs/input/dat661]
t1262,[],-P [ 5 0 5 < ../inputs/input/dat662]
t1263,[],-P [ 3 3 4 < ../inputs/input/dat663]
t1264,[],-P [ 3 5 1 < ../inputs/input/dat664]
t1265,[],-P [ 4 4 0 < ../inputs/input/dat665]
t1266,[],-P [ 3 1 1 < ../inputs/input/dat666]
t1267,[],-P [ 4 4 3 < ../inputs/input/dat667]
t1268,[],-P [ 2 2 1 < ../inputs/input/dat668]
t1269,[],-P [ 2 4 3 < ../inputs/input/dat669]
t1270,[],-P [ 4 0 2 < ../inputs/input/dat670]
t1271,[],-P [ 4 0 4 < ../inputs/input/dat671]
t1272,[],-P [ 0 2 2 < ../inputs/input/dat672]
t1273,[],-P [ 5 0 3 < ../inputs/input/dat673]
t1274,[],-P [ 1 1 1 < ../inputs/input/dat674]
t1275,[],-P [ 3 5 1 < ../inputs/input/dat675]
t1276,[],-P [ 1 1 3 < ../inputs/input/dat676]
t1277,[],-P [ 5 3 0 < ../inputs/input/dat677]
t1278,[],-P [ 2 3 1 < ../inputs/input/dat678]
t1279,[],-P [ 0 3 3 < ../inputs/input/dat679]
t1280,[],-P [ 2 5 1 < ../inputs/input/dat680]
t1281,[],-P [ 5 4 3 < ../inputs/input/dat681]
t1282,[],-P [ 3 0 0 < ../inputs/input/dat682]
t1283,[],-P [ 2 3 0 < ../inputs/input/dat683]
t1284,[],-P [ 0 3 3 < ../inputs/input/dat684]
t1285,[],-P [ 1 1 0 < ../inputs/input/dat685]
t1286,[],-P [ 0 0 1 < ../inputs/input/dat686]
t1287,[],-P [ 0 3 1 < ../inputs/input/dat687]
t1288,[],-P [ 5 2 4 < ../inputs/input/dat688]
t1289,[],-P [ 5 1 4 < ../inputs/input/dat689]
t1290,[],-P [ 2 5 1 < ../inputs/input/dat690]
t1291,[],-P [ 0 5 5 < ../inputs/input/dat691]
t1292,[],-P [ 3 0 0 < ../inputs/input/dat692]
t1293,[],-P [ 3 2 4 < ../inputs/input/dat693]
t1294,[],-P [ 3 1 5 < ../inputs/input/dat694]
t1295,[],-P [ 4 1 2 < ../inputs/input/dat695]
t1296,[],-P [ 2 3 5 < ../inputs/input/dat696]
t1297,[],-P [ 3 1 1 < ../inputs/input/dat697]
t1298,[],-P [ 2 2 1 < ../inputs/input/dat698]
t1299,[],-P [ 0 1 3 < ../inputs/input/dat699]
t1300,[],-P [ 1 1 5 < ../inputs/input/dat700]
t1301,[],-P [ 2 0 3 < ../inputs/input/dat701]
t1302,[],-P [ 0 2 1 < ../inputs/input/dat702]
t1303,[],-P [ 2 0 4 < ../inputs/input/dat703]
t1304,[],-P [ 3 4 5 < ../inputs/input/dat704]
t1305,[],-P [ 5 5 0 < ../inputs/input/dat705]
t1306,[],-P [ 3 5 2 < ../inputs/input/dat706]
t1307,[],-P [ 0 2 3 < ../inputs/input/dat707]
t1308,[],-P [ 4 1 1 < ../inputs/input/dat708]
t1309,[],-P [ 3 0 2 < ../inputs/input/dat709]
t1310,[],-P [ 1 1 3 < ../inputs/input/dat710]
t1311,[],-P [ 0 0 3 < ../inputs/input/dat711]
t1312,[],-P [ 4 2 2 < ../inputs/input/dat712]
t1313,[],-P [ 5 1 3 < ../inputs/input/dat713]
t1314,[],-P [ 4 4 0 < ../inputs/input/dat714]
t1315,[],-P [ 5 0 0 < ../inputs/input/dat715]
t1316,[],-P [ 0 1 3 < ../inputs/input/dat716]
t1317,[],-P [ 0 5 2 < ../inputs/input/dat717]
t1318,[],-P [ 1 5 2 < ../inputs/input/dat718]
t1319,[],-P [ 0 5 3 < ../inputs/input/dat719]
t1320,[],-P [ 3 3 4 < ../inputs/input/dat720]
t1321,[],-P [ 2 5 4 < ../inputs/input/dat721]
t1322,[],-P [ 4 4 1 < ../inputs/input/dat722]
t1323,[],-P [ 0 1 5 < ../inputs/input/dat723]
t1324,[],-P [ 2 1 0 < ../inputs/input/dat724]
t1325,[],-P [ 3 1 5 < ../inputs/input/dat725]
t1326,[],-P [ 2 0 3 < ../inputs/input/dat726]
t1327,[],-P [ 5 3 0 < ../inputs/input/dat727]
t1328,[],-P [ 2 2 5 < ../inputs/input/dat728]
t1329,[],-P [ 0 0 2 < ../inputs/input/dat729]
t1330,[],-P [ 0 5 1 < ../inputs/input/dat730]
t1331,[],-P [ 0 2 3 < ../inputs/input/dat731]
t1332,[],-P [ 0 4 5 < ../inputs/input/dat732]
t1333,[],-P [ 3 5 4 < ../inputs/input/dat733]
t1334,[],-P [ 2 5 0 < ../inputs/input/dat734]
t1335,[],-P [ 3 3 3 < ../inputs/input/dat735]
t1336,[],-P [ 2 1 1 < ../inputs/input/dat736]
t1337,[],-P [ 2 2 1 < ../inputs/input/dat737]
t1338,[],-P [ 5 4 1 < ../inputs/input/dat738]
t1339,[],-P [ 3 3 0 < ../inputs/input/dat739]
t1340,[],-P [ 0 0 1 < ../inputs/input/dat740]
t1341,[],-P [ 5 3 2 < ../inputs/input/dat741]
t1342,[],-P [ 5 5 5 < ../inputs/input/dat742]
t1343,[],-P [ 5 4 3 < ../inputs/input/dat743]
t1344,[],-P [ 4 3 2 < ../inputs/input/dat744]
t1345,[],-P [ 5 5 4 < ../inputs/input/dat745]
t1346,[],-P [ 1 1 5 < ../inputs/input/dat746]
t1347,[],-P [ 0 4 4 < ../inputs/input/dat747]
t1348,[],-P [ 0 0 1 < ../inputs/input/dat748]
t1349,[],-P [ 4 5 3 < ../inputs/input/dat749]
t1350,[],-P [ 4 4 5 < ../inputs/input/dat750]
t1351,[],-P [ 3 1 5 < ../inputs/input/dat751]
t1352,[],-P [ 4 4 2 < ../inputs/input/dat752]
t1353,[],-P [ 2 1 0 < ../inputs/input/dat753]
t1354,[],-P [ 2 1 2 < ../inputs/input/dat754]
t1355,[],-P [ 0 4 1 < ../inputs/input/dat755]
t1356,[],-P [ 4 1 0 < ../inputs/input/dat756]
t1357,[],-P [ 5 5 2 < ../inputs/input/dat757]
t1358,[],-P [ 2 4 5 < ../inputs/input/dat758]
t1359,[],-P [ 3 5 0 < ../inputs/input/dat759]
t1360,[],-P [ 1 2 4 < ../inputs/input/dat760]
t1361,[],-P [ 3 4 4 < ../inputs/input/dat761]
t1362,[],-P [ 4 2 1 < ../inputs/input/dat762]
t1363,[],-P [ 3 3 0 < ../inputs/input/dat763]
